description,file_name
score point problem statementprint kth element follow sequence length constraint leq leq value input integer inputinput standard input follow format outputprint kth element sample input sample output element sample input sample output element,p02741.html
score point problem statementwe board horizontal row vertical column square bishop topleft square board square bishop reach zero movement bishop diagonally formally bishop square r th row c th column left square r th row c th column exactly follow hold example follow figure bishop red square constraint leq leq value input integer inputinput standard input follow format outputprint number square bishop reach sample input sample output bishop reach cyan square follow figure sample input sample output bishop reach cyan square follow figure sample input sample output,p02742.html
score point problem statementdoe sqrt a sqrt b sqrt c hold constraint leq leq value input integer inputinput standard input follow format outputif sqrt a sqrt b sqrt c print yes print sample input sample output sqrt sqrt sqrt hold sample input sample output yes sqrt sqrt sqrt hold,p02743.html
score point problem statementin problem consider string consist lowercase english letter string isomorphic follow condition satisfied s t hold pair follow hold s i s j t i t j s i neq s j t i neq t j example abcac zyxzx isomorphic abcac ppppp string normal form follow condition satisfied string isomorphic leq hold leq denote lexicographic comparison example abcac normal form zyxzx isomorphic abcac lexicographically small zyxzx integer print string length normal form lexicographically ascend order constraint leq leq value input integer inputinput standard input follow format outputassume string length normal form ldot w k lexicographical order output follow format w k sample input sample output sample input sample output,p02744.html
score point problem statementsnuke string string anuke bnuke cnuke obtain string respectively follow choose nonempty contiguous substring possibly replace character possibly example mississippi choose substre ssissip replace character obtain s ssip string find minimum possible length constraints leq a b c leq consist lowercase english letter inputinput standard input follow format outputprint minimum possible length sample input a c der cod sample output example atcoder sample input atcoder atcoder sample output distinct,p02745.html
score point problem statementfor nonnegative integer define fractal level follow fractal level grid white square fractal level time grid divide grid k time k subgrid central subgrid consist black square subgrid fractal level example fractal level follow fractal level let denote square rth row cth column left quadruple integer a i b i c i d i quadruple find distance a i b i c i d i distance minimum integer satisfy follow condition exist sequence white square ldot x n y n satisfy follow condition x n y n leq leq x i y i x i y i share constraint leq leq leq a i b i c i d i leq a i b i neq c i d i a i b i c i d i white square value input integer inputinput standard input follow format a q b q c q d q outputprint line ith line contain distance a i b i c i d i sample input sample output,p02746.html
score point problem statement hitachi string concatenation copy string example hihi hitachi string hii string determine hitachi string constraint length inclusive string consist lowercase english letter,p02747.html
score point problem statement visit large electronic store buy refrigerator microwave store sell kind refrigerator kind microwave ith refrigerator le le sell a i yen currency japan jth microwave le le sell b j yen discount ticket ith ticket le le discount c i yen total price buy x ith refrigerator y ith microwave ticket use time plan buy refrigerator microwave find minimum money require constraint value input integer le le le le le le le a i b i c i le le x i le le y i le c i le a x i b y i,p02748.html
score point problem statement tree vertex vertex number ith edge connect vertex a i vertex b i takahashi love number seek permutation ldot p n integer satisfy follow condition pair vertex distance vertex vertex sum product p i p j multiple distance vertex vertex number edge contain short path vertex vertex help takahashi find permutation satisfy condition constraint leq n leq times leq a i b i leq graph tree,p02749.html
score point problem statementthere store store store cdots store takahashi house time plan visit store takahashi unit time travel house store store takahashi reach store time shop stand queue a i times b i unit time assume time wait store close time takahashi stand queue store shop takahashi shop store find maximum number time shop time constraint value input integer leq leq time leq a i leq leq b i leq leq leq inputinput standard input follow format vdot a n b n outputprint answer sample input sample output possible way visit store time time unit time travel house store time time unit time stand queue store shopping time time unit time travel store store time time unit time stand queue store shopping way shop twice time sample input sample output sample input sample output sample input sample output,p02750.html
score point problem statement grid row column ask write square let a i number write square ith row jth column left quadruple integer leq leq i leq leq leq j leq let s i displaystyle sum ri i sum cj j a r let oddness grid number quadruple s i odd find way fill grid maximize oddness constraint integer inclusive,p02751.html
score point problem statement tree vertex number ith edge connect vertex a i vertex b i consider add zero edge let graph result find number graph satisfy follow condition modulo contain selfloop multiple edge diameter equal pair vertex directly connect edge addition edge directly connect reduce diameter graph constraint le le time le a i b i le graph tree,p02752.html
score point problem statementin atcoder city station number station operate railway company string length represent company operate station s i company operates station s i company operate station improve transportation condition pair station operate company operate company bus service connect determine pair station connect bus service constraint character s inputinput standard input follow format outputif pair station connect bus service print yes print sample input aba sample output yes company operates station company operate station bus service station station print yes sample input bba sample output yes company operate station company operate station bus service station station print yes sample input bbb sample output company operate station bus service print,p02753.html
score point problem statementtakahashi red ball blue ball place row initially ball place takahashi patient follow operation time place blue ball end row ball place place red ball end row blue ball ball row ball way constraint leq leq geq leq value input integer inputinput standard input follow format outputprint number blue ball ball row ball sample input sample output let denote blue ball denote red ball ball row bbbrrrrb blue ball sample input sample output place red ball beginning sample input sample output bbrrrr blue ball,p02754.html
score point problem statementfind price product tax consumption tax rate percent percent consumption tax levy yen yen respectively yen currency japan price tax positive integer consumption tax round near integer multiple price satisfy condition print low price price satisfy condition print constraint leq leq leq integer inputinput standard input follow format outputif price satisfy condition print integer represent low price print sample input sample output price product tax yen consumption tax levy consumption tax rate percent lfloor time rfloor lfloor rfloor yen consumption tax rate percent lfloor time rfloor lfloor rfloor yen price yen satisfie condition possible price yen print minimum price sample input sample output price product tax yen consumption tax levy consumption tax rate percent lfloor time rfloor yen consumption tax rate percent lfloor time rfloor yen sample input sample output price tax satisfy condition print,p02755.html
score point problem statementtakahashi string consist lowercase english letter start string produce new procedure follow procedure consist operation operation leq leq integer t i provide mean follow t i reverse string t i integer f i lowercase english letter c i additionally provide f i add c i beginning string f i add c i end string help takahashi find final string result procedure constraint leq s leq consist lowercase english letter leq leq time t i f i provide c i lowercase english letter provide inputinput standard input follow format query query q q th line query i follow mean t i f i c i mean t i outputprint result string sample input sample output cpa operation initially operation add beginning operation reverse operation add end apc operation reverse cpa result string cpa sample input sample output aabc operation initially operation operation baa operation aab operation aabc operation cbaa operation aabc result string aabc sample input sample output,p02756.html
score point problem statementtakahashi string length consist digit love prime number want know nonempty contiguous substring times divisible regard integer write base substring start count substring originate different position distinguish equal string integer compute count help takahashi constraint leq leq time consist digit s leq leq prime number inputinput standard input follow format outputprint number nonempty contiguous substring divisible regard integer write base sample input sample output nonempty contiguous substring divisible divisible divisible divisible divisible divisible divisible divisible divisible divisible divisible print sample input sample output nonempty contiguous substring divisible print note substring begin count sample input sample output,p02757.html
score point problem statementthere robot number place number line robot place coordinate x i activate travel distance d i positive direction remove number line robot speed size ignorable takahashi mischievous boy follow operation number time possibly zero long robot remain number line choose robot activate operation robot robot touch robot remain range x i x i d i number line robot gets activate starts process repeat recursively possible set robot remain number line takahashi operation number time compute count modulo enormous constraint leq leq time leq x i leq leq d i leq x i neq x j neq value input integer inputinput standard input follow format x n d n outputprint number possible set robot remain number line modulo sample input sample output possible set robot remain number line achieve follow takahashi activate robot remain takahashi activate robot activate robot robot number line state reach activate robot robot takahashi activate robot finish operation robot remain sample input sample output possible set robot remain number line sample input sample output robot influence sample input sample output remember print count modulo,p02758.html
score point problem statementtakahashi want print document page doubleside page datum print sheet paper sheet paper need constraint integer leq leq inputinput standard input follow format outputprint answer sample input sample output print page sheet page sheet page sheet print datum sheet paper sample input sample output sample input sample output,p02759.html
score point problem statementwe bingo card times grid square ith row jth column left contain number a i choose number cdots b n bingo sheet contain number mark sheet determine bingo number choose sheet contain marked number row column diagonal constraint value input integer leq a i leq a i neq a i neq leq leq leq b i leq b i neq b j neq inputinput standard input follow format vdots b n outputif bingo print yes print sample input sample output yes mark complete diagonal topleft bottomright sample input sample output mark sample input sample output yes mark square,p02760.html
score point problem statementif integer satisfy follow condition print small integer print integer exactly digit base assume digit integer integer lead zero allow s ith digit left c i left i cdots m right constraint value input integer leq leq leq leq leq s i leq leq c i leq inputinput standard input follow format vdot s m c m outputprint answer sample input sample output satisfie condition digit respectively nonnegative integer satisfie sample input sample output sample input sample output,p02761.html
score point problem statementyou string length consist lowercase english letter process query follow type type change i qth character c q i qth character c q type answer number different character occur substring l qth r qth character inclusive constraint i q l q r q integer string consist lowercase english letter c q lowercase english letter leq leq leq leq s leq i q leq leq l q leq r q leq query type testcase inputinput standard input follow format query vdots query q query i q th line follow i q c q l q r q outputfor query type print line contain answer sample input abcdbbd sample output query cdbb contain kind letter print second query modify abcdzbd query contain kind letter print fourth query modify abcazbd fifth query change abcazbd sixth query abcazbd contain kind letter print,p02763.html
score point problem statementtakahashi want grill piece meat grilling net twodimensional plane coordinate ith piece meat left x i y i right hardness c i takahashi use heat source grill meat heat source coordinate left x y right real number ith piece meat ready eat c i time sqrt left x x i right left yy i right second takahashi want eat piece meat find time require piece meat ready heat source minimize time constraint value input integer leq leq leq leq leq x i y i leq left x i y i right neq left x j y j right left i neq right leq c i leq inputinput standard input follow format vdot x n y n c n outputprint answer consider correct absolute relative error answer sample input sample output heat source left right piece meat ready eat second optimal place heat source sample input sample output,p02764.html
score point problem statementtakahashi member programming competition site butcoder member butcoder assign value inner rating display rating displayed rating member equal inner rating member participate contest displayed rating inner rating minus time member participate contest takahashi participate contest displayed rating find inner rating constraint value input integer leq leq leq leq inputinput standard input follow format outputprint inner rating sample input sample output takahashi participate contest displayed rating inner rating minus time takahashi inner rating sample input sample output,p02765.html
score point problem statementgiven integ find number digit base notesfor information basek representation positional notation wikipedia constraint value input integer leq leq leq leq inputinput standard input follow format outputprint number digit base sample input sample output binary represent sample input sample output sample input sample output,p02766.html
score point problem statementthere people live number line ith person live coordinate x i hold meeting people attend meeting hold integer coordinate choose hold meeting coordinate ith person spend x i p point stamina attend meeting find minimum total point stamina people spend constraint value input integer leq leq leq x i leq inputinput standard input follow format x n outputprint minimum total stamina people spend sample input sample output assume meeting hold coordinate case person spend point stamina second person spend point stamina total point stamina minimum total stamina people spend note hold meeting integer coordinate sample input sample output,p02767.html
score point problem statementakari kind flower kind choose flower bouquet hate number number flower bouquet different bouquet akari find count modulo bouquet consider different flower use bouquet bouquet constraint value input integer leq leq leq leq textrm min n time inputinput standard input follow format outputprint number bouquet akari modulo bouquet print sample input sample output case akari choose flower bouquet way choose flower way choose total different bouquet akari sample input sample output print count modulo,p02768.html
score point problem statementthere building room number room room building let follow event person room room neq initially person room building know exactly happen interested number people room combination number people room possible find count modulo constraint value input integer leq leq time leq leq inputinput standard input follow format outputprint number possible combination number people room modulo sample input sample output let number people room respectively possible combination example person room room person room room sample input sample output print count modulo sample input sample output,p02769.html
score point problem statementwe sequence number d d d k process following query order ith query contain integer n i x i m i let a a a n i follow sequence n i number begin eqnarray a j begin cases x i a j d j textrm mod k leq n i end cases end eqnarray print number leq n i a j textrm mod m i a j textrm mod m i y textrm mod z denote remainder divide integer z z constraint value input integer leq leq leq d i leq leq n i leq leq x i leq leq m i leq inputinput standard input follow format d k n q x q m q outputprint line ith line contain response ith query sample input sample output query sequence a j a textrm mod a textrm mod a textrm mod a textrm mod a textrm mod a textrm mod a textrm mod a textrm mod response query sample input sample output,p02770.html
score point problem statement triple number poor number equal number different number integer triple poor print yes print constraint integer inclusive,p02771.html
score point problem statement immigration officer kingdom atcoder document carry immigrant number integer write need check meet certain criterion accord regulation immigrant allow entry kingdom follow condition satisfied number write document divisible immigrant allow entry accord regulation output approve print deny note condition statement rephrase number write document divisible logical term constraint value input integer leq leq leq a i leq,p02772.html
score point problem statement vote paper ith vote leq leq string s i write print string write number vote lexicographical order constraint leq leq time s i leq leq string consist lowercase english letter length s i leq leq inclusive,p02773.html
score point problem statement integer a n frac n n way choose form pair compute product pair sort result ascend order kth number list constraint value input integer leq leq time leq leq frac n n leq a i leq leq leq,p02774.html
score point problem statement kingdom atcoder banknote use currency kind banknote value dot come shop mall buy takoyaki machine value takoyaki japanese snack payment choose money clerk clerk change money minus minimum possible number total banknote use clerk choose combination banknote minimize count assume sufficient number banknote clerk constraint integer inclusive,p02775.html
score point problem statement invade kingdom aldebaran bomb plant country atcoder kingdom fortunately military team abc manage obtain device system control bomb bomb number plant country bomb plant coordinate a i currently activate b i deactivate b i device cord number cut cord state bomb plant coordinate l j r j inclusive switch activate deactivate vice versa determine possible deactivate bomb time answer yes output set cord cut constraint value input integer leq leq leq a i leq leq leq a i pairwise distinct b i leq leq leq leq time leq l j leq r j leq leq leq,p02776.html
score point problem statement ball string write ball string write ball takahashi choose string write throw away find number ball string ball string constraint string consist lowercase english letter length inclusive not leq leq integer,p02777.html
score point problem statement string replace character print result constraint string consist lowercase english letter length inclusive,p02778.html
score point problem statementfind number integer inclusive contain exactly nonzero digit write base constraint leq leq leq inputinput standard input follow format outputprint count sample input sample output follow integer satisfy condition sample input sample output follow integer satisfy condition sample input sample output sample input sample output,p02781.html
score point problem statementserval fight monster health monster attack serval decrease monster health way decrease monster health serval win monster health find number attack serval need win constraint leq leq leq leq value input integer inputinput standard input follow format outputprint number attack serval need win sample input sample output attack monster health attack monster health attack monster health serval need attack win sample input sample output sample input sample output,p02783.html
score point problem statementraccoon fight monster health monster raccoon use kind special use ith decrease monster health a i way decrease monster health raccoon win monster health raccoon win use twice print yes print constraint leq leq leq leq leq a i leq value input integer inputinput standard input follow format a n outputif raccoon win use twice print yes print sample input sample output yes monster health example use second sample input sample output sample input sample output yes sample input sample output,p02784.html
score point problem statementfennec fight monster health ith monster h i fennec follow action attack fennec choose monster monster health decrease special fennec choose monster monster health way attack special decrease monster health fennec win monster health find minimum number time fennec need attack count special win use special time constraint leq leq time leq leq time leq h i leq value input integer inputinput standard input follow format h n outputprint minimum number time fennec need attack count special win sample input sample output use special monster attack time monster second monster fennec win attack sample input sample output use special monster sample input sample output watch overflow,p02785.html
score point problem statementcaracal fight monster health monster caracal attack choose monster monster attack depend monster health following happen monster health drop monster health great monster disappear new monster appear health lfloor rfloor lfloor rfloor denote great integer exceed caracal win health exist monster find minimum number attack caracal need win constraint leq leq value input integer inputinput standard input follow format outputfind minimum number attack caracal need win sample input sample output caracal attack initial monster disappear monster appear health caracal attack new monster win total attack sample input sample output sample input sample output,p02786.html
score point problem statementibi fight monster health monster ibis cast kind spell cast ith spell decrease monster health a i cost b i magic point spell cast multiple time way spell decrease monster health ibis win health monster find minimum total magic point consume win constraint leq leq leq leq leq a i leq leq b i leq value input integer inputinput standard input follow format a n b n outputprint minimum total magic point consume win sample input sample output let cast spell decrease monster health cost magic point monster health cast spell decrease monster health cost magic point monster health way win total cost magic point sample input sample output optimal cast spell time sample input sample output,p02787.html
score point problem statementsilver fox fight monster monster stand row assume stand number line ith monster stand coordinate x i health h i silver fox use bomb attack monster use bomb coordinate decrease health monster coordinate inclusive way bomb decrease monster health silver fox win monster health find minimum number bomb need win constraint leq leq time leq leq leq leq leq x i leq leq h i leq x i distinct value input integer inputinput standard input follow format x n h n outputprint minimum number bomb need win sample input sample output let use bomb coordinate decrease second monster health use bomb coordinate decrease second monster health monster health monster health drop bomb sample input sample output use bomb coordinate sample input sample output watch overflow,p02788.html
score point problem statement takahashi participate programming contest axc submit code problem problem test case pass verdict takahashi submission pass case test case determine takahashi submission constraints leq leq leq leq value input integer,p02789.html
score point problem statementgiven digit positive integer consider string concatenation copy digit concatenation copy digit lexicographically small constraint leq leq leq leq integer inputinput standard input follow format outputprint lexicographically small string string equal print sample input sample output string lexicographically small sample input sample output,p02790.html
score point problem statement permutation ldot p n ldot find number integer leq leq satisfy following condition integer leq leq p i leq p j constraint leq leq time ldot p n permutation ldot value input integer,p02791.html
score point problem statement positive integer find number pair positive integer great satisfy following condition write base lead zero digit equal digit digit equal digit constraints leq leq time value input integer,p02792.html
score point problem statementgiven positive integer a a n consider positive integer b n satisfy follow condition condition leq leq a i b i a j b j hold find minimum possible value b n b b n answer enormous print sum modulo constraint leq leq leq a i leq value input integer inputinput standard input follow format a n outputprint minimum possible value b n b b n satisfy condition modulo sample input sample output let condition satisfied sample input sample output let b i sample input sample output print sum modulo,p02793.html
score point problem statement tree vertex number ith edge tree connect vertex a i vertex b i consider paint edge white black n way paint edge satisfy follow restriction ith leq leq restriction represent integer u i v i mean path connect vertex u i vertex v i contain edge paint black constraint leq leq leq a i b i leq graph input tree leq leq min frac n n leq u i v i leq not u i notu j v i notv j value input integer,p02794.html
score point problem statementwe grid row column square initially white perform number paint operation grid operation follow action choose row paint square row black choose column paint square column black operation need order black square grid guarantee condition constraint black square possible perform number operation constraint leq leq leq leq leq leq time value input integer inputinput standard input follow format outputprint minimum number operation need sample input sample output black square grid perform row operation twice different row sample input sample output sample input sample output,p02795.html
score point problem statementin factory robot place number line robot place coordinate x i extend arm length l i direction positive negative want remove zero robot movable range arm remain robot intersect leq leq movable range arm robot number line coordinate x i l i x i l i exclude endpoint find maximum number robot constraint leq leq leq x i leq leq leq leq l i leq leq leq neq x i neq x j value input integer inputinput standard input follow format vdot x n l n outputprint maximum number robot sample input sample output remove robot robot sample input sample output sample input sample output,p02796.html
score point problem statementgiven integer find sequence a n integer inclusive satisfy condition prove condition constraint sequence exist exactly pair integer leq leq leq a l a l cdots a r constraints leq leq leq leq leq leq value input integer inputinput standard input follow format outputprint sequence satisfy condition follow format a n sample input sample output pair satisfy condition statement sample input sample output,p02797.html
score point problem statementwe card number card leq leq integer a i write red ink integer b i write blue ink initially card arrange leave right order card card red number face determine possible nondecrease sequence face leave right leq leq integer face i th card left integer face ith card left repeat operation answer yes find minimum number operation require achieve choose integer leq leq swap ith i th card left flip card constraint leq leq leq a i b i leq leq leq value input integer inputinput standard input follow format a n b n outputif impossible nondecreasing sequence print possible print minimum number operation require achieve sample input sample output operation sequence face nondecrease sample input sample output number operation sequence face nondecrease sample input sample output operation require sample input sample output sample input sample output,p02798.html
score point problem statementwe connect undirected graph vertex edge edge graph leq leq connect vertex u i vertex v i bidirectionally additionally integer d n determine condition satisfy assign color white black vertex integer weight inclusive edge graph answer yes find assignment color integer vertex assign white vertex assign black vertex leq leq follow hold minimum cost travel vertex vertex color assign different vertex traverse edge equal d v cost traverse edge sum weight edge traverse constraint leq leq leq leq leq d i leq leq u i v i leq graph connect selfloop multiple edge value input integer inputinput standard input follow format d n vdot u m v m outputif assignment satisfy condition print single line contain assignment exist print assignment follow format vdot c m line contain string length ith character leq leq vertex assign white assign black line leq leq contain integer weight c i assign edge sample input sample output bwwbb assume assign color integer sample output let consider vertex example travel vertex assign black vertex assign white minimum cost vertex to vertex to vertex total cost satisfy condition verify condition satisfied vertex sample input sample output sample input sample output bbbw,p02799.html
score point problem statementwe times grid square paint white black initial state string a h represent color square initial state pair leq leq leq leq jth character a i square ith row jth column paint white character square paint black hw way square grid paint white black obtain initial state perform operation number time possibly zero order find count modulo choose row paint square row white choose row paint square row black choose column paint square column white choose column paint square column black constraint leq leq a i leq leq string a i consist integer inputinput standard input follow format vdot a h outputprint answer sample input sample output example paint second row black grid sample input sample output sample input sample output sample input sample output,p02800.html
score point problem statementgiven lowercase english letter print letter follow alphabetical order constraint lowercase english letter inputinput standard input follow format outputprint letter follow alphabetical order sample input sample output follow sample input sample output follow,p02801.html
score point problem statementtakahashi participate contest atcoder contest problem takahashi submission contest ith submission p ith problem receive verdict s i number takahashi correct answer number problem receive number takahashi penalty sum follow count problem receive number receive receive time problem find number takahashi correct answer penalty constraint p i integer leq leq leq leq leq p i leq s i inputinput standard input follow format p m s m outputprint number takahashi correct answer number takahashi penalty sample input sample output second submission receive problem time receive problem fourth submission receive second problem time receive problem correct answer penalty sample input sample output note pointless problem sample input sample output,p02802.html
score point problem statementtakahashi maze grid time square horizontal row vertical column square ith row jth column wall square s ij road square s ij road square horizontally vertically adjacent road square maze wall square diagonally takahashi choose start square goal square road square maze aoki aoki travel start square goal square minimum number require situation find maximum possible number aoki constraint leq leq s ij contain occurrence road square reach road square zero inputinput standard input follow format s s w s h s hw outputprint maximum possible number aoki sample input sample output takahashi choose topleft square start square bottomright square goal square aoki sample input sample output takahashi choose bottomleft square start square topright square goal square aoki,p02803.html
score point problem statementfor finite set integer let f x max min integer a a n choose let set integer choose distinguish element different index value c k way choice find sum way answer enormous print bmod constraint leq leq leq leq a i leq inputinput standard input follow format a n outputprint answer bmod sample input sample output way choose distinguish value choice respectively total sample input sample output way choose f s f s sample input sample output sample input sample output print sum bmod,p02804.html
score point problem statementgiven point x i y i twodimensional plane find minimum radius circle point inside constraint leq leq leq x i leq leq y i leq point different value input integer inputinput standard input follow format x n y n outputprint minimum radius circle point inside output consider correct absolute relative error answer sample input sample output point contain circle center radius sample input sample output sample input sample output absolute relative error answer output consider correct,p02805.html
score point problem statement niwango create playlist song title duration ith song s i t i second respectively guarantee s ldot s n distinct niwango work play playlist song play order appear playlist pause fall asleep work wake song play accord record turn fall asleep end song title find duration time song play niwango asleep constraint leq leq s i string length inclusive consist lowercase english letter s ldot s n distinct exist integer s i leq t i leq t i integer,p02806.html
score point problem statement slime stand number line ith slime left position x i guaruanteed leq ldot x n leq niwango perform operation ith operation consist follow procedure choose integer inclusive equal probability kth slime left position neighboring slime right fuse slime position slime find total distance travel slime multiply value integer modulo slime bear fuse slime count slime constraint leq leq leq ldot x n leq x i integer subtask point award pass test case satisfy leq,p02807.html
score point problem statement child number ldot day cookie ith day choose a i child equal probability cookie child choose choice independently let define happiness child time times ldot time c n c i number cookie receive child day find expect happiness multiply binom n a time binom n a time ldot times binom n a k value integer modulo note binom n k denote number possible choice object distinct object disregard order constraint leq leq leq leq leq a i leq,p02808.html
score point problem statement niwango card number ldot arrange card row niwango want know way arrange card satisfy condition help determine way exist answer yes find lexicographically small arrangement immediate right card card immediate right card card vdot immediate right card card a n constraint leq leq leq a i leq a i neq,p02809.html
score point problem statement niwango buy piece land represent halfopen interval niwango lay vinyl sheet land sheet number ldot distinguishable sheet choose integer leq leq l i cover l i sheet find number way cover land sheet point remain uncovered modulo consider way cover land different integer leq leq region cover sheet different constraint leq leq leq l i leq leq value input integer,p02810.html
score point problem statementtakahashi yen coin yen currency japan coin add yen print yes print constraint leq leq leq leq inputinput standard input follow format outputif coin add yen print yes print sample input sample output yes yen coin add yen yen sample input sample output yen coin worth yen yen sample input sample output yes yen coin add yen yen,p02811.html
score point problem statementwe string length consist uppercase english letter time abc occur contiguous subsequence sample input output constraint leq leq consist uppercase english letter inputinput standard input follow format outputprint number occurrence abc contiguous subsequence sample input zabcdbabcq sample output contiguous subsequence equal abc character character sample input threeonefouronefive sample output contiguous subsequence equal abc sample input abccabcbabccabacbcbbabcbcbcbcabcb sample output,p02812.html
score point problem statementwe permutation size rearrangement n possible permutation size let ath bth lexicographically small permutation respectively find notesfor sequence lexicographically small exist integer x i y i leq x k y k constraint leq leq permutation size inputinput standard input follow format p n q n outputprint sample input sample output permutation size come lexicographical order answer sample input sample output sample input sample output,p02813.html
score point problem statementgiven sequence a a a n positive number integer let semicommon multiple positive integer satisfy follow condition leq leq exist nonnegative integer a k time find number semicommon multiple integer inclusive constraint leq leq leq leq leq a i leq a i number value input integer inputinput standard input follow format a n outputprint number semicommon multiple integer inclusive sample input sample output time time time time semicommon multiple semicommon multiple answer sample input sample output answer sample input sample output,p02814.html
score point problem statementfor sequence length consist let define f s follow consider repeat follow operation equal f s minimum possible total cost operation change s i vice versa cost operation times c i number integer s j neq t j leq leq change time pair different sequence length consist compute sum pair modulo constraint leq leq time leq c i leq value input integer inputinput standard input follow format cdots c n outputprint sum modulo sample input sample output pair different sequence length consist follow change cost change cost sum print modulo sample input sample output pair different sequence length consist include case change change total cost time small cost sample input sample output,p02815.html
score point problem statementgiven sequence a a ldots a n b b ldot b n nonnegative integer snuke choose integer leq integer new sequence length a a ldot a n follow a i a ik mod n xor find pair equal mbox xor xor integer mbox xor define follow mbox xor write base digit place geq place example mbox xor base mbox xor constraint leq leq time leq a i b i value input integer inputinput standard input follow format a n b n outputprint pair equal use line pair ascend order ascend order pair pair output sample input sample output a a xor a a xor a a xor sample input sample output sample input sample output sample input sample output pair satisfy condition,p02816.html
score point problem statementgiven string consist lowercase english letter concatenate order space print result string constraint string consist lowercase english letter length inclusive inputinput standard input follow format outputprint result string sample input oder atc sample output atcoder oder atc concatenate order result atcoder sample input humu humu sample output humuhumu,p02817.html
score point problem statementtakahashi cookie aoki cookie takahashi follow action time takahashi cookie eat cookie aoki cookie eat aoki cookie cookie end cookie takahashi aoki respectively constraint leq leq leq leq leq leq value input integer inputinput standard input follow format outputprint number takahashi aoki cookie action sample input sample output takahashi following cookie eat cookie leave eat cookie leave aoki takahashi eat end takahashi cookie aoki sample input sample output watch overflow,p02818.html
score point problem statement find minimum prime number great equal note prime number integer great evenly divide positive integer example prime number constraint le le value input integer,p02819.html
score point problem statementat arcade takahashi play game rps battle play follow player play round rock paper scissor machine note description rock paper scissor draw count round time player win round depend hand heshe use heshe earn follow score point draw loss point win rock point win scissor point win paper ith round player use hand heshe use ik th round round player use hand start game machine decide hand play round supernatural power takahashi manage read hand information takahashi obtain string ith character leq leq machine play rock ith round similarly stand paper scissor respectively maximum total score earn game adequately choose hand play round notesin problem rock paper scissor think twoplayer game player simultaneously form rock paper scissor hand player choose rock choose scissor player choose rock win player choose scissor choose paper player choose scissor win player choose paper choose rock player choose paper win player play hand draw constraint leq leq leq leq leq leq integer t consist inputinput standard input follow format outputprint maximum total score earn game sample input rsrpr sample output machine play rock scissor rock paper rock example play paper rock rock scissor paper earn point earn point answer sample input ssssppr sample output sample input rspsspspsrpspsppprpsprpssprpsr sample output,p02820.html
score point problem statementtakahashi come party special guest ordinary guest party ith ordinary guest power a i takahashi decide perform handshake increase happiness party let current happiness handshake perform follow takahashi choose ordinary guest left hand guest right hand shake left hand guest right hand guest simultaneously increase happiness a xa y takahashi perform handshake formally follow condition hold assume kth handshake takahashi shake left hand guest x k right hand guest y k pair leq leq x p y p x q y q maximum possible happiness handshake constraint leq leq leq leq leq a i leq value input integer inputinput standard input follow format a n outputprint maximum possible happiness handshake sample input sample output let takahashi perform follow handshake handshake takahashi shake left hand guest right hand guest second handshake takahashi shake left hand guest right hand guest handshake takahashi shake left hand guest right hand guest happiness achieve happiness great answer sample input sample output sample input sample output,p02821.html
score point problem statementgiven tree vertex ith edge connect vertex a i b i leq a i b i leq vertex paint black probability white probability choose independently vertex let small subtree connect subgraph contain vertex paint black vertex paint black graph let holeyness number white vertex contain find expect holeyness answer rational number ask print bmod describe note noteswhen print rational number write fraction frac y x integer divisible constraint problem representation possible need print integer inclusive satisfie equiv pmod constraint leq leq time leq a i b i leq graph tree inputinput standard input follow format a n b n outputprint expect holeyness bmod sample input sample output vertex paint black white black respectively holeyness holeyness expected holeyness time equiv pmod print sample input sample output expected holeyness time equiv pmod print sample input sample output expected holeyness sample input sample output,p02822.html
score point problem statementn player run competitive table tennis training table number training consist round round player form pair pair table pair competitor play match result win lose winner match table play table round winner match table stay table similarly loser match table play table round loser match table stay table friend play round match distinct table let assume friend strong win lose match small number round friend play match constraint leq leq leq leq input value integer inputinput standard input follow format outputprint small number round friend play match sample input sample output friend lose match second friend win match table play round sample input sample output friend win match row table,p02823.html
score point problem statementn problem propose upcoming contest problem initial integer score a i point judge vote problem like judge choose exactly problem independently judge increase score choose problem judge cast vote problem sort nonincrease order score problem choose problemset problem score order arbitrarily order decide chief judge problem chance choose problemset constraint le le le le le le le le le a i le inputinput standard input follow format a n outputprint number problem chance choose problemset sample input sample output judge vote problem score problemset consist problem problem judge vote problem score problemset consist problem problem problem chance choose problemset contrary way problem choose sample input sample output problem chance choose sample input sample output,p02824.html
